locus	length bp	direction	start	stop	NCBI Name	NCBI Locus	NCBI Annotation
speH	381	<=	2320388	2320768	-	CLJU_RS10460	MULTISPECIES: S-adenosylmethionine decarboxylase proenzyme
CLJU_c21320	1914	<=	2320989	2322902	-	CLJU_RS10465	MULTISPECIES: bifunctional 4-hydroxy-3-methylbut-2-enyl diphosphate reductase/30S ribosomal protein S1
cmk	666	<=	2322922	2323587	-	CLJU_RS10470	MULTISPECIES: (d)CMP kinase
CLJU_c21340	1227	<=	2323717	2324943	-	CLJU_RS10475	MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase
CLJU_c21350	876	<=	2325030	2325905	-	CLJU_RS10480	MULTISPECIES: MurR/RpiR family transcriptional regulator
CLJU_c21360	690	<=	2326078	2326767	-	CLJU_RS10485	MULTISPECIES: rRNA pseudouridine synthase
CLJU_c21370	1401	<=	2326930	2328330	-	CLJU_RS10490	MULTISPECIES: glycosyltransferase
CLJU_c21380	582	=>	2328577	2329158	yedF	CLJU_RS10495	MULTISPECIES: sulfurtransferase-like selenium metabolism protein YedF
CLJU_c21390	834	<=	2329274	2330107	-	CLJU_RS10500	MULTISPECIES: carbon-nitrogen hydrolase family protein
CLJU_c21400	756	=>	2330354	2331109	-	CLJU_RS10505	MULTISPECIES: tRNA threonylcarbamoyladenosine dehydratase
CLJU_c21410	603	<=	2331184	2331786	-	CLJU_RS10510	MULTISPECIES: molybdenum cofactor guanylyltransferase
CLJU_c21420	1020	=>	2332029	2333048	hutG	CLJU_RS10515	MULTISPECIES: formimidoylglutamase
CLJU_c21430	1995	<=	2333084	2335078	-	CLJU_RS10520	MULTISPECIES: methyl-accepting chemotaxis protein
CLJU_c21440	639	<=	2335236	2335874	-	CLJU_RS10525	MULTISPECIES: cyclodeaminase/cyclohydrolase family protein
CLJU_c21450	1404	<=	2336082	2337485	-	CLJU_RS10530	MULTISPECIES: amino acid permease
CLJU_c21460	1524	<=	2337871	2339394	hutH	CLJU_RS10535	MULTISPECIES: histidine ammonia-lyase
CLJU_c21470	1254	<=	2339466	2340719	-	CLJU_RS10540	MULTISPECIES: imidazolonepropionase
CLJU_c21480	2028	<=	2340937	2342964	-	CLJU_RS10545	MULTISPECIES: urocanate hydratase
CLJU_c21490	3033	=>	2343300	2346332	-	CLJU_RS10550	MULTISPECIES: AAA family ATPase
CLJU_c21500	897	<=	2346406	2347302	ftcD	CLJU_RS10555	MULTISPECIES: glutamate formimidoyltransferase
argD	1173	<=	2347543	2348715	-	CLJU_RS10560	MULTISPECIES: aspartate aminotransferase family protein
argB	855	<=	2348728	2349582	argB	CLJU_RS10565	MULTISPECIES: acetylglutamate kinase
argJ	1221	<=	2349620	2350840	argJ	CLJU_RS10570	MULTISPECIES: bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ
argC	1035	<=	2350944	2351978	-	CLJU_RS10575	MULTISPECIES: N-acetyl-gamma-glutamyl-phosphate reductase
CLJU_c21550	3243	<=	2352224	2355466	-	CLJU_RS10580	MULTISPECIES: helicase
CLJU_c21560	555	<=	2355737	2356291	-	CLJU_RS10585	MULTISPECIES: hemerythrin domain-containing protein
CLJU_c21570	1413	<=	2356527	2357939	-	CLJU_RS10590	MULTISPECIES: FAD-binding protein
CLJU_c21580	1209	<=	2357967	2359175	-	CLJU_RS10595	MULTISPECIES: electron transfer flavoprotein subunit alpha
CLJU_c21590	789	<=	2359376	2360164	-	CLJU_RS10600	MULTISPECIES: electron transfer flavoprotein subunit beta/FixA family protein
CLJU_c21600	1275	<=	2360202	2361476	larA	CLJU_RS10605	MULTISPECIES: nickel-dependent lactate racemase
CLJU_c21610	1527	<=	2361506	2363032	-	CLJU_RS10610	MULTISPECIES: L-lactate permease
CLJU_c21620	702	<=	2363328	2364029	-	CLJU_RS10615	MULTISPECIES: FadR family transcriptional regulator
CLJU_c21630	663	<=	2364074	2364736	-	CLJU_RS10620	MULTISPECIES: ribonuclease H-like domain-containing protein
CLJU_c21640	726	<=	2364777	2365502	-	CLJU_RS10625	MULTISPECIES: HAD-IB family hydrolase
feoA	228	=>	2365689	2365916	-	CLJU_RS10630	MULTISPECIES: ferrous iron transport protein A
feoB2	1767	=>	2365954	2367720	feoB	CLJU_RS10635	ferrous iron transport protein B
CLJU_c21670	162	=>	2367735	2367896	-	CLJU_RS21635	MULTISPECIES: FeoB-associated Cys-rich membrane protein
CLJU_c21680	378	<=	2367905	2368282	-	CLJU_RS10640	MULTISPECIES: CBS domain-containing protein
CLJU_c21690	798	<=	2368370	2369167	-	CLJU_RS10645	MULTISPECIES: hypothetical protein
argS	1695	<=	2369239	2370933	-	CLJU_RS10650	MULTISPECIES: arginine--tRNA ligase
galE	987	<=	2370999	2371985	galE	CLJU_RS10655	MULTISPECIES: UDP-glucose 4-epimerase GalE
CLJU_c21720	1371	<=	2372329	2373699	-	CLJU_RS10660	MULTISPECIES: amidohydrolase family protein
CLJU_c21730	1077	<=	2373754	2374830	-	CLJU_RS10665	MULTISPECIES: spermidine/putrescine ABC transporter substrate-binding protein
CLJU_c21740	789	<=	2374882	2375670	-	CLJU_RS10670	MULTISPECIES: ABC transporter permease subunit
CLJU_c21750	870	<=	2375672	2376541	-	CLJU_RS10675	MULTISPECIES: ABC transporter permease subunit
CLJU_c21760	1113	<=	2376538	2377650	-	CLJU_RS10680	MULTISPECIES: ABC transporter ATP-binding protein
CLJU_c21770	1407	<=	2377898	2379304	-	CLJU_RS10685	MULTISPECIES: PH domain-containing protein
CLJU_c21780	486	<=	2379297	2379782	-	CLJU_RS10690	MULTISPECIES: PH domain-containing protein
CLJU_c21790	279	=>	2379980	2380258	-	CLJU_RS10695	MULTISPECIES: winged helix-turn-helix transcriptional regulator
CLJU_c21800	750	<=	2380804	2381553	-	CLJU_RS10700	MULTISPECIES: glycerophosphodiester phosphodiesterase
CLJU_c21810	1464	<=	2382112	2383575	-	CLJU_RS10705	MULTISPECIES: amino acid permease
mutS2	1821	<=	2383987	2385807	-	CLJU_RS10710	MULTISPECIES: DNA mismatch repair protein
CLJU_c21830	432	<=	2385844	2386275	-	CLJU_RS10715	hemerythrin family protein
CLJU_c21840	363	<=	2386480	2386842	-	CLJU_RS10720	MULTISPECIES: phage holin family protein
CLJU_c21850	327	=>	2387063	2387389	-	CLJU_RS10725	MULTISPECIES: hypothetical protein
CLJU_c21860	201	<=	2387440	2387640	-	CLJU_RS10730	MULTISPECIES: alpha/beta-type small acid-soluble spore protein
CLJU_c21870	858	=>	2387887	2388744	-	CLJU_RS10735	MULTISPECIES: PHP domain-containing protein
CLJU_c21880	1401	<=	2389063	2390463	-	CLJU_RS10740	MULTISPECIES: aminopeptidase
corA	939	<=	2390663	2391601	-	CLJU_RS10745	magnesium transporter CorA family protein
CLJU_c21900	546	<=	2391856	2392401	-	CLJU_RS10750	5-formyltetrahydrofolate cyclo-ligase
hprK	921	<=	2392394	2393314	-	CLJU_RS10755	MULTISPECIES: HPr kinase/phosphorylase
CLJU_c21920	183	<=	2393326	2393508	-	CLJU_RS10760	MULTISPECIES: DUF896 domain-containing protein
CLJU_c21930	900	=>	2394251	2395150	rocF	CLJU_RS10765	MULTISPECIES: arginase
CLJU_c21940	1176	<=	2395176	2396351	-	CLJU_RS10770	FprA family A-type flavoprotein
CLJU_c21950	2298	<=	2396514	2398811	-	CLJU_RS10775	AAA family ATPase
def5	471	=>	2399012	2399482	def	CLJU_RS10780	peptide deformylase
CLJU_c21970	174	=>	2400065	2400238			
CLJU_c21980	411	<=	2400346	2400756			
CLJU_c21990	309	<=	2400798	2401106	-	CLJU_RS10790	hypothetical protein
CLJU_c22000	1713	<=	2401132	2402844	-	CLJU_RS10795	B12-binding domain-containing radical SAM protein
CLJU_c22010	528	<=	2402876	2403403	-	CLJU_RS10800	hypothetical protein
CLJU_c22020	705	<=	2403495	2404199	-	CLJU_RS10805	MULTISPECIES: phospholipase
CLJU_c22030	1308	<=	2404240	2405547	-	CLJU_RS10810	membrane protein
CLJU_c22040	564	<=	2405668	2406231	-	CLJU_RS10815	iron-binding protein
CLJU_c22050	1338	=>	2406393	2407730	spoVB	CLJU_RS10820	MULTISPECIES: stage V sporulation protein B
ribH	462	<=	2407831	2408292	-	CLJU_RS10825	"MULTISPECIES: 6,7-dimethyl-8-ribityllumazine synthase"
ribAB	1206	<=	2408314	2409519	-	CLJU_RS10830	"MULTISPECIES: bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II"
ribE	654	<=	2409798	2410451	-	CLJU_RS10835	riboflavin synthase
ribD	1119	<=	2410467	2411585	ribD	CLJU_RS10840	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
CLJU_c22100	1656	<=	2411969	2413624	-	CLJU_RS10845	MULTISPECIES: HAMP domain-containing protein
cheW3	492	<=	2413645	2414136	-	CLJU_RS10850	MULTISPECIES: purine-binding chemotaxis protein CheW
cheA2	1986	<=	2414165	2416150	-	CLJU_RS10855	MULTISPECIES: chemotaxis protein CheA
cheY2	363	<=	2416176	2416538	-	CLJU_RS10860	MULTISPECIES: response regulator
mop	207	<=	2416837	2417043	-	CLJU_RS10865	MULTISPECIES: molybdenum-pterin-binding protein
CLJU_c22150	1065	<=	2417140	2418204	-	CLJU_RS10870	MULTISPECIES: sulfate/molybdate ABC transporter ATP-binding protein
modB	687	<=	2418207	2418893	modB	CLJU_RS10875	MULTISPECIES: molybdate ABC transporter permease subunit
modA1	822	<=	2418920	2419741	modA	CLJU_RS10880	MULTISPECIES: molybdate ABC transporter substrate-binding protein
mutS3	1683	<=	2420243	2421925	-	CLJU_RS10885	MULTISPECIES: DNA mismatch repair protein MutS
CLJU_c22190	474	<=	2421957	2422430	-	CLJU_RS10890	MULTISPECIES: hypothetical protein
CLJU_c22200	933	=>	2422650	2423582	-	CLJU_RS10895	MULTISPECIES: zinc ABC transporter substrate-binding protein
CLJU_c22210	1176	=>	2423778	2424953	-	CLJU_RS10900	phosphoribosylaminoimidazolecarboxamide formyltransferase
CLJU_c22220	360	<=	2425461	2425820	-	CLJU_RS10905	MULTISPECIES: hypothetical protein
cbiM1	675	<=	2425823	2426497	-	CLJU_RS10910	MULTISPECIES: energy-coupling factor ABC transporter permease
CLJU_c22240	969	<=	2426921	2427889	-	CLJU_RS10915	MULTISPECIES: TIM barrel protein
CLJU_c22250	708	<=	2427903	2428610	-	CLJU_RS10920	MULTISPECIES: HlyD family efflux transporter periplasmic adaptor subunit
CLJU_c22260	747	<=	2428629	2429375	-	CLJU_RS10925	MULTISPECIES: efflux RND transporter periplasmic adaptor subunit
CLJU_c22270	744	<=	2429398	2430141	-	CLJU_RS10930	MULTISPECIES: hypothetical protein
CLJU_c22280	1890	<=	2430181	2432070	-	CLJU_RS21300	MULTISPECIES: cell wall-binding protein
CLJU_c22290	774	<=	2432098	2432871	-	CLJU_RS10945	MULTISPECIES: DUF4430 domain-containing protein
CLJU_c22300	690	<=	2432894	2433583	-	CLJU_RS10950	MULTISPECIES: ECF transporter S component
cbiO1	1629	<=	2433580	2435208	-	CLJU_RS10955	MULTISPECIES: ABC transporter ATP-binding protein
CLJU_c22320	939	<=	2435189	2436127	-	CLJU_RS10960	MULTISPECIES: energy-coupling factor transporter transmembrane protein EcfT
CLJU_c22330	2910	<=	2436213	2439122	-	CLJU_RS21305	MULTISPECIES: DUF4430 domain-containing protein
CLJU_c22340	3027	<=	2439223	2442249	-	CLJU_RS21310	DUF4430 domain-containing protein
CLJU_c22350	1965	<=	2442291	2444255	-	CLJU_RS21315	MULTISPECIES: cell wall-binding repeat-containing protein
CLJU_c22360	3672	<=	2444773	2448444			
CLJU_c22370	468	<=	2448545	2449012	-	CLJU_RS10995	AP2 domain-containing protein
CLJU_c22380	480	<=	2449580	2450059	-	CLJU_RS11000	hypothetical protein
CLJU_c22390	2481	<=	2450558	2453038	-	CLJU_RS21325	DUF4430 domain-containing protein
CLJU_c22400	327	<=	2454444	2454770	-	CLJU_RS11015	hypothetical protein
CLJU_c22410	330	<=	2454896	2455225	-	CLJU_RS11020	hypothetical protein
CLJU_c22420	3132	<=	2455362	2458493	-	CLJU_RS21330	Ig domain-containing protein
CLJU_c22430	327	<=	2459143	2459469	-	CLJU_RS11030	hypothetical protein
CLJU_c22440	324	<=	2459534	2459857	-	CLJU_RS11035	hypothetical protein
CLJU_c22450	3150	<=	2459994	2463143	-	CLJU_RS21335	Ig domain-containing protein
CLJU_c22460	813	<=	2463257	2464069	-	CLJU_RS11045	hypothetical protein
CLJU_c22470	258	<=	2464763	2465020	-	CLJU_RS11050	DUF3467 domain-containing protein
CLJU_c22480	627	<=	2465910	2466536	-	CLJU_RS11055	hypothetical protein
CLJU_c22490	453	<=	2466717	2467169	-	CLJU_RS11060	GNAT family N-acetyltransferase
CLJU_c22500	1635	<=	2467239	2468873	-	CLJU_RS11065	ABC transporter ATP-binding protein
CLJU_c22510	384	<=	2469610	2469993	-	CLJU_RS11075	MULTISPECIES: 4Fe-4S dicluster domain-containing protein
CLJU_c22520	1362	<=	2470621	2471982	-	CLJU_RS11080	MATE family efflux transporter
CLJU_c22530	750	<=	2471988	2472737	-	CLJU_RS11085	class I SAM-dependent methyltransferase
CLJU_c22540	1551	<=	2472838	2474388	-	CLJU_RS11090	ABC transporter substrate-binding protein
CLJU_c22550	729	<=	2474452	2475180	-	CLJU_RS11095	succinylglutamate desuccinylase
CLJU_c22560	963	<=	2475218	2476180	-	CLJU_RS11100	ABC transporter ATP-binding protein
CLJU_c22570	849	<=	2476125	2476973	-	CLJU_RS11105	ABC transporter ATP-binding protein
CLJU_c22580	1557	<=	2476970	2478526	-	CLJU_RS11110	ABC transporter substrate-binding protein
CLJU_c22590	825	<=	2478549	2479373	-	CLJU_RS11115	ABC transporter permease subunit
CLJU_c22600	939	<=	2479375	2480313	-	CLJU_RS11120	ABC transporter permease
CLJU_c22610	324	<=	2480421	2480744	-	CLJU_RS11125	hypothetical protein
CLJU_c22620	738	<=	2480778	2481515	-	CLJU_RS11130	class I SAM-dependent methyltransferase
CLJU_c22630	804	<=	2481702	2482505	-	CLJU_RS11135	ABC transporter ATP-binding protein
CLJU_c22640	804	<=	2482499	2483302	-	CLJU_RS11140	ABC transporter ATP-binding protein
CLJU_c22650	804	<=	2483388	2484191	-	CLJU_RS11145	ABC transporter permease
CLJU_c22660	963	<=	2484195	2485157	-	CLJU_RS11150	ABC transporter permease
CLJU_c22670	1587	<=	2485154	2486740	-	CLJU_RS11155	ABC transporter substrate-binding protein
CLJU_c22680	1422	<=	2487258	2488679	-	CLJU_RS11160	AAA domain-containing protein
CLJU_c22690	588	<=	2488998	2489585	-	CLJU_RS11165	class I SAM-dependent methyltransferase
CLJU_c22700	540	<=	2489575	2490114	-	CLJU_RS11170	ECF transporter S component
CLJU_c22710	1362	<=	2490833	2492194	-	CLJU_RS11175	MFS transporter
CLJU_c22740	1185	<=	2493405	2494589	-	CLJU_RS11185	MFS transporter
CLJU_c22750	1110	<=	2494663	2495772	-	CLJU_RS11190	MULTISPECIES: uroporphyrinogen III decarboxylase
CLJU_c22760	1557	=>	2496018	2497574	-	CLJU_RS11195	MULTISPECIES: hypothetical protein
CLJU_c22770	975	<=	2497710	2498684	-	CLJU_RS11200	MULTISPECIES: radical SAM protein
CLJU_c22780	384	<=	2498733	2499116	-	CLJU_RS11205	MULTISPECIES: transcriptional regulator
CLJU_c22790	705	=>	2499340	2500044	pduB	CLJU_RS11210	MULTISPECIES: propanediol utilization microcompartment protein PduB
CLJU_c22800	1797	<=	2500116	2501912	-	CLJU_RS11215	MULTISPECIES: FAD-binding protein
CLJU_c22810	462	<=	2501931	2502392	-	CLJU_RS11220	MULTISPECIES: L-2-amino-thiazoline-4-carboxylic acid hydrolase
CLJU_c22820	327	<=	2502521	2502847	-	CLJU_RS11225	MULTISPECIES: succinate dehydrogenase
CLJU_c22830	438	<=	2502946	2503383	-	CLJU_RS11230	MULTISPECIES: MarR family transcriptional regulator
CLJU_c22840	783	<=	2503498	2504280	-	CLJU_RS11235	YdcF family protein
CLJU_c22850	831	=>	2504590	2505420	-	CLJU_RS11240	hypothetical protein
CLJU_c22860	1110	<=	2505610	2506719	-	CLJU_RS11245	hypothetical protein
CLJU_c22870	351	<=	2506887	2507237	-	CLJU_RS11250	MULTISPECIES: four-helix bundle copper-binding protein
CLJU_c22880	2049	=>	2507797	2509845	-	CLJU_RS11255	methyl-accepting chemotaxis protein
rotA	525	=>	2510021	2510545	-	CLJU_RS11260	peptidylprolyl isomerase
CLJU_c22900	522	=>	2510575	2511096	-	CLJU_RS11265	metal-dependent hydrolase
CLJU_c22910	1716	<=	2511204	2512919	-	CLJU_RS11270	methyl-accepting chemotaxis protein
CLJU_c22920	720	=>	2513151	2513870	-	CLJU_RS11275	lantibiotic protection ABC transporter ATP-binding protein
CLJU_c22930	762	=>	2513867	2514628	-	CLJU_RS11280	lantibiotic immunity ABC transporter MutE/EpiE family permease subunit
CLJU_c22940	777	=>	2514630	2515406	-	CLJU_RS11285	MULTISPECIES: lantibiotic immunity ABC transporter MutG family permease subunit
CLJU_c22950	663	=>	2515445	2516107	-	CLJU_RS11290	MULTISPECIES: response regulator transcription factor
CLJU_c22960	1380	=>	2516098	2517477	-	CLJU_RS11295	HAMP domain-containing histidine kinase
CLJU_c22970	447	<=	2517495	2517941	-	CLJU_RS11300	hypothetical protein
topA2	2418	<=	2518081	2520498	-	CLJU_RS11305	type IA DNA topoisomerase
CLJU_c22990	1110	=>	2520715	2521824	-	CLJU_RS11310	DEAD/DEAH box helicase
CLJU_c23000	831	<=	2521994	2522824	-	CLJU_RS11315	MULTISPECIES: phosphoenolpyruvate hydrolase family protein
CLJU_c23010	1209	<=	2522853	2524061	-	CLJU_RS11320	UPF0261 family protein
CLJU_c23020	1248	<=	2524207	2525454	-	CLJU_RS11325	helix-turn-helix domain-containing protein
CLJU_c23030	1134	<=	2525603	2526736	-	CLJU_RS11330	oxidoreductase
CLJU_c23040	1329	<=	2526733	2528061	-	CLJU_RS11335	hypothetical protein
nifH2	771	<=	2528052	2528822	-	CLJU_RS11340	AAA family ATPase
hypE1	1005	<=	2528861	2529865	hypE	CLJU_RS11345	hydrogenase expression/formation protein HypE
hypD	1059	<=	2529858	2530916	hypD	CLJU_RS11350	hydrogenase formation protein HypD
hypC	207	<=	2530916	2531122	-	CLJU_RS11355	MULTISPECIES: HypC/HybG/HupF family hydrogenase formation chaperone
hypF	2409	<=	2531085	2533493	hypF	CLJU_RS11360	carbamoyltransferase HypF
CLJU_c23100	1062	<=	2533481	2534542	-	CLJU_RS11365	hypothetical protein
CLJU_c23110	1305	<=	2534543	2535847	-	CLJU_RS11370	MULTISPECIES: oxidoreductase
nifH3	762	<=	2535844	2536605	-	CLJU_RS11375	MULTISPECIES: AAA family ATPase
CLJU_c23130	975	<=	2536952	2537926	-	CLJU_RS11380	MULTISPECIES: multidrug resistance efflux transporter family protein
CLJU_c23140	555	=>	2538083	2538637	-	CLJU_RS11385	MULTISPECIES: helix-turn-helix domain-containing protein
CLJU_c23150	567	=>	2538779	2539345	-	CLJU_RS11390	isochorismatase family protein
CLJU_c23160	366	<=	2539410	2539775	-	CLJU_RS11395	lactoylglutathione lyase
CLJU_c23170	561	<=	2539792	2540352	-	CLJU_RS11400	MULTISPECIES: hypothetical protein
CLJU_c23180	1422	=>	2541515	2542936	-	CLJU_RS11405	MULTISPECIES: sodium:solute symporter family protein
CLJU_c23190	1383	<=	2542973	2544355	-	CLJU_RS11410	MULTISPECIES: FAD-binding oxidoreductase
CLJU_c23200	978	=>	2544944	2545921	-	CLJU_RS11415	hypothetical protein
rocB	1632	<=	2546014	2547645	-	CLJU_RS11420	M20/M25/M40 family metallo-hydrolase
CLJU_c23220	1074	<=	2547792	2548865	-	CLJU_RS11425	"MULTISPECIES: 2,3-butanediol dehydrogenase"
CLJU_c23230	1941	<=	2549056	2550996	-	CLJU_RS11430	MULTISPECIES: sigma-54-dependent Fis family transcriptional regulator
CLJU_c23240	1302	<=	2551006	2552307	-	CLJU_RS11435	MULTISPECIES: ClC family H(+)/Cl(-) exchange transporter
CLJU_c23250	726	=>	2552668	2553393	-	CLJU_RS11440	MULTISPECIES: ABC transporter ATP-binding protein
CLJU_c23260	1665	=>	2553386	2555050	-	CLJU_RS11445	transporter
CLJU_c23270	1266	<=	2555098	2556363	-	CLJU_RS11450	MULTISPECIES: efflux RND transporter periplasmic adaptor subunit
CLJU_c23280	3141	<=	2556367	2559507	-	CLJU_RS11455	MULTISPECIES: efflux RND transporter permease subunit
CLJU_c23290	459	<=	2559541	2559999	-	CLJU_RS11460	MarR family transcriptional regulator
CLJU_c23300	2475	<=	2560241	2562715	-	CLJU_RS11465	LuxR family transcriptional regulator
CLJU_c23310	2418	<=	2562796	2565213	-	CLJU_RS11470	MULTISPECIES: VWA domain-containing protein
CLJU_c23320	816	<=	2565433	2566248	-	CLJU_RS11475	MULTISPECIES: hypothetical protein
CLJU_c23330	456	=>	2566518	2566973	crcB	CLJU_RS11480	MULTISPECIES: fluoride efflux transporter CrcB
CLJU_c23340	363	=>	2567001	2567363	crcB	CLJU_RS11485	MULTISPECIES: fluoride efflux transporter CrcB
CLJU_c23350	96	<=	2567555	2567650			
CLJU_c23360	684	=>	2567707	2568390			
CLJU_c23370	183	=>	2568545	2568727			
trmU	1077	<=	2569022	2570098	mnmA	CLJU_RS11495	MULTISPECIES: tRNA 2-thiouridine(34) synthase MnmA
nifS2	1170	<=	2570131	2571300	nifS	CLJU_RS11500	MULTISPECIES: cysteine desulfurase NifS
CLJU_c23400	387	=>	2571472	2571858	-	CLJU_RS11505	MULTISPECIES: hypothetical protein
CLJU_c23410	792	=>	2572187	2572978	-	CLJU_RS11510	MULTISPECIES: ECF transporter S component
ilvB	1677	<=	2573030	2574706	ilvB	CLJU_RS11515	MULTISPECIES: biosynthetic-type acetolactate synthase large subunit
CLJU_c23430	1419	<=	2575292	2576710	-	CLJU_RS11520	amino acid permease
CLJU_c23440	1413	<=	2577190	2578602	-	CLJU_RS11525	MULTISPECIES: amino acid permease
CLJU_c23450	675	=>	2579451	2580125	-	CLJU_RS11530	MULTISPECIES: hypothetical protein
bdh	1176	<=	2580216	2581391	-	CLJU_RS11535	MULTISPECIES: iron-containing alcohol dehydrogenase
topA3	2205	<=	2581450	2583654	-	CLJU_RS11540	MULTISPECIES: DNA topoisomerase III
luxS	480	<=	2584165	2584644	-	CLJU_RS11545	MULTISPECIES: S-ribosylhomocysteine lyase
CLJU_c23490	567	<=	2584705	2585271	-	CLJU_RS11550	MULTISPECIES: methyltransferase domain-containing protein
CLJU_c23500	156	<=	2585396	2585551	-	CLJU_RS21650	MULTISPECIES: YezD family protein
nifK2	1353	<=	2586080	2587432	-	CLJU_RS11560	hydrogenase
nifD2	1512	<=	2587444	2588955	-	CLJU_RS11565	nitrogenase molybdenum-iron protein subunit alpha
nifH4	828	<=	2588994	2589821	nifH	CLJU_RS11570	MULTISPECIES: nitrogenase iron protein
nifB	1272	<=	2589918	2591189	nifB	CLJU_RS11575	nitrogenase cofactor biosynthesis protein NifB
metK2	732	<=	2591412	2592143	metK	CLJU_RS11580	methionine adenosyltransferase
hbd1	957	<=	2592721	2593677	-	CLJU_RS11585	MULTISPECIES: 3-hydroxyacyl-CoA dehydrogenase family protein
CLJU_c23570	954	<=	2593785	2594738	arcC	CLJU_RS11590	MULTISPECIES: carbamate kinase
CLJU_c23580	1326	<=	2594779	2596104	uraA	CLJU_RS11595	MULTISPECIES: uracil permease
coxL	2349	<=	2596187	2598535	-	CLJU_RS11600	molybdopterin-dependent oxidoreductase
coxS	468	<=	2598537	2599004	-	CLJU_RS11605	MULTISPECIES: (2Fe-2S)-binding protein
coxM	837	<=	2599007	2599843	-	CLJU_RS11610	MULTISPECIES: xanthine dehydrogenase family protein subunit M
CLJU_c23620	342	<=	2599961	2600302			
CLJU_c23630	1200	<=	2600305	2601504	-	CLJU_RS11620	MULTISPECIES: acetyl-CoA acetyltransferase
CLJU_c23640	684	<=	2601492	2602175	-	CLJU_RS11625	MULTISPECIES: hypothetical protein
CLJU_c23650	792	<=	2602224	2603015	-	CLJU_RS11630	MULTISPECIES: cyclase family protein
CLJU_c23660	1416	<=	2603030	2604445	-	CLJU_RS11635	MULTISPECIES: DUF1116 domain-containing protein
fdrA	1575	<=	2604461	2606035	fdrA	CLJU_RS11640	acyl-CoA synthetase FdrA
CLJU_c23680	999	<=	2605995	2606993	-	CLJU_RS11645	DUF2877 domain-containing protein
CLJU_c23690	1683	<=	2607168	2608850	-	CLJU_RS11650	PucR family transcriptional regulator
CLJU_c23700	402	=>	2609097	2609498	-	CLJU_RS11655	MULTISPECIES: hypothetical protein
CLJU_c23710	1224	<=	2609533	2610756	-	CLJU_RS11660	nitrate reductase subunit beta
CLJU_c23720	408	<=	2610762	2611169	-	CLJU_RS11665	MULTISPECIES: nitrate reductase subunit beta
